image,description
rb_4935390391.png,"In the room, there is a cabinet. On top of the cabinet, there is a snack, a ball, and a can. The robot arm is picking up can and putting down the can ."
rb_4938571640.png,"In the kitchen, there are four stoves on the left and a sink on the right. On top of the stove,there is a green plastic cauliflower, a blue plastic corn, a blue vaegetable model, a green plate, a steel pot and a blue carrot model. The robot arm is picking"
rb_4991935401.png,"In the room, there is a table with a bowl and banana in the bowl. The robot arm is picking up the banana from the white bowl."
rb_4996778770.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is  a bowl and a can. The robot arm is picking up the can and putting it to the drawer."
rb_5003201801.png,"In the kitchen, there is a oven with door opening, a blue basket on the baking sheet and a brown bowl in the right grid of the orange plate. The robot arm is picking up the brown bowl and moving it from the right grid to the left grid."
rb_5012312176.png,"On a table, there are two small bowls and a two-tier small cabinet. A robotic arm approaches the first tier of this cabinet, grabs the handle, and pulls open the drawer."
rb_5020675926.png,"In the kitchen, there are four stoves on the left and a sink on the right. On top of the stove,there is a green plastic cauliflower, a blue plastic corn, a blue vaegetable model, a green plate, a steel pot and a blue carrot model. The robot arm is picking"
rb_5021959610.png,"In the room, there is a cabinet. On top of the cabinet, there is a snack, and two cans. The robot arm is picking up one can and putting close to the other can"
rb_5034228736.png,"On the table, there is plastic pot, a banana model, a pear and a lid. The robot arm is picking up the banana model and putting it to the pot"
rb_5044276669.png,There is a cabinet with glass door.The robot arm is trying to open it but it fail.
rb_5044328414.png,"In the room, there is a glass table on the left and a black cabinet on the right. On top of the glass desk, there is a apple model on top of a white plate. On top of the cabinet, there is a stick, a white circle, a small cube and a large cube. The robot arm is picking up a blue apple model and showing the apple to the camera."
rb_5048543019.png,"In the room, there is a table with a paper cup, a phone, a blue item and green bowl on it. The robot arm is picking up the plastic bottle and placing it to the bowl."
rb_5060265455.png,"On the cabinet, there is a steel pot, a cloth, a blue item and a spoon on the cloth. The robot arm is picking up the spoon and removing it from the cloth."
rb_5061483729.png,"On the cabinet, there is a steel pot, a cloth, a sushi toy and a spaetula on the cloth. The robot arm is picking up the spaetula and removing it from the cloth."
rb_5063623905.png,"In the toy kitchen, there is a stove on the left and a sink on the right. On top of the stove, there is a steel pot with a carrot model in it, a cloth and a brush. The robot arm is picking up the carrot model and placing it on the stove."
rb_5066638914.png,"On a table, there are many objects, including a green baking tray, a black bowl filled with something, and a blue bowl. A robotic arm hovers above this black bowl."
rb_5080359476.png,There is a cloth on the table. The robot arm is trying to picking up the cloth and finally putting it down.
rb_5099221170.png,There is dish washer and many cups are placed in the basket. The robot arm is picking up a glass bottle from the basket.
rb_5101393220.png,"In the kitchen, there is a oven with door opening, a orange bowl with a blue item in it, a blue basket and a orange plate with two grids on the right. The robot arm is picking up a yellow item in the right grid of the orange plate."
rb_5108173934.png,"In the room, there is a cabinet. On top of the cabinet, there is a apple, an empty water bottle, and a snack. The robot arm is picking up the bottle up right."
rb_5128597266.png,"In the room, there is a cabinet. On top of the cabinet, there is a ball, a can, and a spounge. The robot arm is picking up the can and moving it near the ball."
rb_5139073720.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is  a bowl and a snack. In the drawer, there is a snack. The robot arm is picking up the snack and putting it on top of the cabinet."
rb_5150774626.png,"On the cabinet, there is a steel bowl, a cloth and a fork. On top of the cloth, there is a strawberry model. The robot arm is picking up model and removing it from the cloth."
rb_5157443256.png,"On the cabinet, there is a steel pot with a pear model in it, a cloth and a spoon. On top of the cloth, there is a the pot. The robot arm is picking up the pear and removing it from the pot."
rb_5175204799.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is  a bowl. In the drawer, there is a water bottle. The robot arm is picking up the water bottle and putting it on top of the cabinet."
rb_5178318951.png,"On the table, there is a steel pot, a cloth, a toy mushroom and a spoon.  The robot arm is picking up the spoon and moving it the upper left of the table."
rb_5181247914.png,"In the room, there is a glass table on the left and a black cabinet on the right. On top of the glass desk, there is a blue basket. On top of the cabinet, there is a stick, a white circle, a small cube and a large cube. The robot arm is picking up a basket and putting it down."
rb_5198463231.png,"On the cabinet, there is a cutting board, a knife, a lid and a banana model. The robot arm is picking up  knife and placing it on the cutting board."
rb_5211728597.png,There is a wood and a brush on the table. The robot arm is picking up the brush and putting it down.
rb_5216135064.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is  a bowl and a can.The robot arm is closeing the drawer."
rb_5220752020.png,"There are two green peppers, a knife, a green plate and a yellow bowl on top of the plate. The robot arm is picking up the yellow bowl and removing it from and plate."
rb_5222588272.png,There is grey box on the left and a red item on the right. The robot arm is picking up thered item and putting it in the box.
rb_5223916213.png,There are two paper cups on the table. The robot arm is stacking the brown cup on top of the black cup.
rb_5224682753.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is  a bowl. In the drawer, there is a can. The robot arm is picking up the can from the drawer and putting it on top of the cabinet."
rb_5232052049.png,"In the sink, there is a egg plant, and steel pot and a cup. The robot arm is picking up the egg plant and putting it in the pot."
rb_5248262826.png,"In the toy kitchen, there is a stove on the left and a sink on the right. On top of the stove, there is a steel pot, a plate, a carrot model, a califlower model and a strawberry model. The robot arm is picking up the califlower model and placing it in the pot."
rb_5250890418.png,"There is a hole puncher, The robot arm is picking it up and placing it down."
rb_5256853255.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is  a bowl and a bottle.The robot arm is picking up the bottle and placing it to the drawer."
rb_5280240494.png,"In the room, there is a cabinet. On top of the cabinet, there are two snacks and a bowl. The robot arm is opening a drawer."
rb_5284751459.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is  a bowl, a can and a snack.Inside the drawer, there is a spounge. The robot arm is picking up the spounge and placing it on top of the cabinet."
rb_5286629403.png,"In the toy kitchen, there is a bottle of milk and a can on the counter. The robot arm is picking up the can and placing it to the sink."
rb_5291456104.png,"In the toy kitchen, the robot arm is opening the door under the sink."
rb_5301906382.png,"On a blue table, there is a green plate, a sponge, a white bottle, and a blue elongated object. A robotic arm moves near the green plate and then lifts it up."
rb_5303721272.png,"On the cabinet, there is a steel pot, a cloth, a spoon and a green item in the pot. The robot arm is picking up the green item and removing it from pot."
rb_5322554340.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is  a bowl, a can, a spounge and a ball. The robot arm is closing the drawer."
rb_5326641166.png,"In the room, there is cabinet with four grids. In the lower right grid, there is a stick and the rest of the geometric models are on top of the cabinet. The robot arm is picking up the stick in the lower right grid out of the cabinet."
rb_5343105705.png,"There are two cans, two bottle, a box and a cup on the round table. The robot arm is picking up the bottle in the middle and putting it down on the table."
rb_5362289009.png,"In the room, there is cabinet with four grids. In the upper left grid, there is a large cube and the rest of the geometric models are on top of the cabinet. The robot arm is picking up the large cube in the upper left grid out of the cabinet."
rb_5371109670.png,There are two cans and a ball on the table. The robot arm is picking up the can.
rb_5371703876.png,"There is a book, a cup and a bowl in front of the cabinet. The cabinet have a drawer opening. The robot arm is picking up the bowl and placing it to the drawer."
rb_5373600564.png,"On a blue table, there is a green plate, a sponge, a white bottle, a white cup, and a blue elongated object. A robotic arm positioned above a table attempts to grasp an object but fails."
rb_5390720675.png,"In the room, there is a glass table on the left and a black cabinet on the right. On top of the glass desk, there is a blue basket. On top of the cabinet, there is a stick, a white circle, a small cube and a large cube. The robot arm is picking up a basket and showing to the camera."
rb_5395931996.png,"On the cabinet, there is a steel pot, a cloth with a toy sushi on it and a toy shovel. The robot arm is picking up the toy sushi, removing it from the cloth and placing it on the table."
rb_5404969524.png,"In the room, there is a glass table on the left and a black cabinet on the right. On top of the glass desk, there are three apple models on top of a white plate. On top of the cabinet, there is a stick, a white circle, a small cube and a large cube. The robot arm is picking up a deep blue apple model and showing the apple to the camera."
rb_5407705228.png,"In the room, there is a glass table on the left and a black cabinet on the right. On top of the glass desk, there are two apple models and a pear model on top of a white plate. On top of the cabinet, there is a stick, a white circle, a small cube and a large cube. The robot arm is picking up a pear model and showing the apple to the camera."
rb_5411518867.png,"There is a bottel, a spounge and a snack on the table. The robot arm is picking up the bottle and putting it down."
rb_5428275740.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is  a bowl. Inside the drawer, there is snack The robot arm is picking up the snack and placing it on top of the cabinet."
rb_5431674437.png,"In the kitchen, there is a oven with door opening, a bowl with a yellow box in it, a blue basket and an orange plate with a black item in its right grid. The robot arm is adjusting the position of the black item."
rb_5438145948.png,"In the room, there is cabinet with four grids. In the lower left grid, there is a cube, the stick is in the upper right grid, the circle is in the lower right grid and the small cube is on the cabinet. The robot arm is picking up the cube in the lower left grid out of the cabinet."
rb_5447899310.png,"On the cabinet, there is a steel pot, a cloth, a blue item in the pot and a spoon. The robot arm is picking up the cloth and moving it from the right to the middle."
rb_5454253684.png,"In the room, there is cabinet with four grids. In the lower left grid, there is a small cube, the stick and large cube is on top of the cabinet, and the circle is in the upper right grid. The robot arm is picking up the small cube in the lower left grid out of the cabinet."
rb_5455207552.png,"On the cabinet, there is a steel bowl, a cloth, a blue item in the bowl and a spoon. The robot arm is picking up the strawberry, moving it out of the bowl and placing it on the table."
rb_5499222297.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is  a bowl, a snack and a can. The robot arm is picking up the can and placing it to the drawer."
rb_5505189292.png,"On a blue table, in the top left corner, there is a basket, next to which is a blue bowl. There are also some other objects on the table. A robotic arm is holding a blue bowl, approaching the bowl on the table, and then stacking the two bowls together."
rb_5506991882.png,"In the toy kitchen, there is a pot near a counter. The robot arm is picking up the pot and placing it on the shelf."
rb_5507555431.png,"On the cabinet, there is a steel pot, a cloth, a toy mushroomand a spoon. The robot arm is picking up the mushroom and moving it into the pot."
rb_5527766791.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a  bottle, a can, a snack, and a bowl.The robot arm is picking up the snack and placing it into the drawer."
rb_5535518915.png,"In the room, there is a table with a bowl and banana in the bowl. The robot arm is picking up the banana from the white bowl."
rb_5546639257.png,"In the room, there is cabinet with four grids. In the lower left grid, there is a circle, the stick is in the lower right grid, large cube is in the upper right grid and a small cube us on top of the cabinet. The robot arm is picking up the circle in the lower left grid out of the cabinet."
rb_5553262188.png,"There is a plastic cup on the table. The robot arm is holding a cup filled with blue particles, tilting this cup and filling the cup on the table with the particles."
rb_5564636589.png,"On the cabinet, there is a steel pot, a cloth under the pot, a toy cheese and a spoon. The robot arm is picking up the spoon and moving it to the right side of the pot."
rb_5564768083.png,"On the cabinet, there is a steel bowl, a cloth, a white item in the bowl and a spoon. The robot arm is picking up the spoon and moving it to the upper side of the cloth."
rb_5575459457.png,There are two cans and a ball on the table. The robot arm is picking up the can.
rb_5605315757.png,"On the cabinet, there is a steel pot, a cloth, a toy mushroom on the cloth and a spoon. The robot arm is moving the pot from upper right to lower right."
rb_5613349561.png,There are seven snacks in the drawer. The robot arm is picking up a brownn snack in the drawer.
rb_5627218230.png,There is a bottle and a bowl on the table. The robot arm is picking up the bottle and placing it to the bowl.
rb_5648871216.png,"In the toy kitchen, there is a cabinet on the left and a counter on the right. The robot arm is opening the door of the cabinet."
rb_5655361413.png,"In the toy kitchen, there is a pot on the stove. The robot arm is picking up the pot and placing it on the shelf."
rb_5687408041.png,"On the cabinet, there is a steel pot, a cloth, a toy croissant and a spoon. The robot arm is picking up the pot and moving it on the cloth."
rb_5733230233.png,"In the room, there is a glass table on the left and a black cabinet on the right. On top of the glass desk, there is a green apple model in a blue bowl. On top of the cabinet, there is a stick, a white circle, a small cube and a large cube. The robot arm is picking up the apple model and showing the apple to the camera."
rb_5750465368.png,"There is a bowl, a cup, a bottle, a black item and a blue item on the table. The robot arm is picking up the cup and placing it into the bowl."
rb_5761914847.png,There are two paper cups on the table. The robot arm is stacking the red cup on top of the green cup.
rb_5772053934.png,There are two snacks and a spounge on the desk. The robot arm is moving the spounge near the snack.
rb_5783023545.png,"There are two cans, two bottle, a box and a toy on the round table. The robot arm is putting the blue toy on the left down on the table."
rb_5788192552.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is an apple, a can, a snack, and a bowl. The robot arm is closing the drawer."
rb_5802354478.png,"In the room, there is a table with a bowl and an orange in the bowl. The robot arm is picking up the orange from the white bowl."
rb_5811239219.png,There is a cloth on the right side of the table. The robot arm is moving it from the right to the left
rb_5819582208.png,"On the cabinet, there is a steel pot, a cloth, a can on the cloth, a fork and a spoon. The robot arm is pushing the can from the middle to upper right."
rb_5828185982.png,"On the cabinet, there is a steel pot, a cloth, a toy mushroom and a spoon. The robot arm is moving the cloth from the right to the middle."
rb_5828764544.png,"In the room, there is cabinet with four grids. In the lupper right grid, here is a stick model and the rest of the geometric models are on top of the cabinet. The robot arm is picking up the stick in the upper right grid out of the cabinet."
rb_5838669731.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a can, and a bowl.Inside the drawer, a snack is in it. The robot arm is picking up the snack and placing it on top of the cabinet."
rb_5839641188.png,"In the room, there is a cabinet. On top of the cabinet, there are two snacks, and an apple. The robot arm is picking up one of the snack and putting it next to the other."
rb_5861228625.png,"In the room, there is a cabinet. On top of the cabinet, there is a snack, an apple and a can. The robot arm is picking up the apple."
rb_5864236054.png,"On a blue table, there is a closed black bag and some other items. A black robotic arm approaches the bag and opens it by pulling the zipper."
rb_5873311999.png,"In the room, there is cabinet with four grids. In the upper left grid, there is a circle, the stick is in the lower right grid, the small cube is in the upper right grid and the large cube is on the cabinet. The robot arm is picking up the circle in the upper left grid out of the cabinet."
rb_5889588342.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there are two cans, a bottle and a bowl.The robot arm is picking up the bottle and placing it to the drawer."
rb_5894658637.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a bowl. A snack is in the drawer. The robot arm is picking up the snack and placing it to the drawer."
rb_5916113829.png,"On the cabinet, there is a steel pot, a cloth, a toy mush room and a spoon. The robot arm is moving the mushroom to the top of the cloth."
rb_5917203360.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a bowl and a ball. The robot arm is picking up the ball and placing it to the drawer."
rb_5920196638.png,"In the room, there is cabinet with four grids. In the upper right grid, there is a circle, the cube is in the lower right grid, the circle is in the upper right grid and the stick cube is on the cabinet. The robot arm is picking up the cube in the lower right grid out of the cabinet."
rb_5933609956.png,"On a blue table, to the left is an oven with its door open, and to the right is an orange basket containing a green cup. In the middle of the table, there's a blue sphere, a black toy cake, and a black bowl. The robotic arm approaches the toy cake and then lifts it."
rb_5936202024.png,"In the room, there is a cabinet. On top of the cabinet, there is a snack, a bowl, a can, and an apple. The robot arm is picking up the can."
rb_5959024223.png,"In the toy kitchen, there is a stove on the left and a sink on the right. On top of the stove, there is a steel pot. The robot arm is picking up the pot and placing it in the cabinet under the sink."
rb_5967674458.png,A box contains some items. A robotic arm reaches into the box and picks up a blue tape measure located in the middle of the box.
rb_5985382898.png,"On the cabinet, there is a steel pot, a cloth, a strawberry model on the cloth, and a fork. The robot arm is picking up the fork and moving it from right to left."
rb_6028791933.png,"On the cabinet, there is a steel pot, a cloth, a toy on the cloth, and a fork. The robot arm is picking up the fork and moving it to the position next to the pot."
rb_6038235164.png,"On the cabinet, there is a steel pot, a cloth under the pot, a toy in the pot, and a brush The robot arm is picking up the toy, moving it out of the pot and placing it on the desk."
rb_6039454103.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a can and a bowl. Inside the drawer, there is a can. The robot arm is picking up the can and placing it on top of the cabinet."
rb_6041608987.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there are two snacks and a bowl.The robot arm is closing the drawer."
rb_6057738249.png,"In the kitchen, the oven is open with a soap in the bakinng sheet,an apple model and a bowl are in the middle of the floor. A orange plate is on the right. The robot arm is holding the soap on the baking sheet."
rb_6103838329.png,There are six snacks in the drawer. The robot arm is picking up a snack in the drawer.
rb_6115349585.png,"In the room, there is a cabinet. On top of the cabinet, there are two snacks and a bottle. The robot arm is picking up one of the snacks."
rb_6126201196.png,"In the toy kitchen, there is a melon model, a plate and a spatula in the sink and a knife is on the counter. The robot arm is picking up the spatula and placing it on the plate"
rb_6126863988.png,"In the room, there is a cabinet. On top of the cabinet, there are two cans and a bowl. The robot arm is opening drawer"
rb_6150186148.png,There is blue cabinet on the left and a white refridge on the right. The robot arm is opening the refidge's door.
rb_6155531542.png,"In the toy kitchen, there is a box on the stove and a bowl on the counter. The robot arm is picking up the bowl and placing it to the box."
rb_6161695167.png,"On the cabinet, there is a steel pot, a cloth, a toy califlower on the cloth, and a spoon. The robot arm is picking up the toy califlower and moving it into the pot."
rb_6169182488.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a ball, a snack and a bowl. Inside the drawer, there is a snack. The robot arm is picking up the snack and placing it on top of the cabinet."
rb_6185561643.png,There is cabinet with the door open. The robot arm is closing the door.
rb_6195033696.png,There is cloth on the table. The robot arm is moving it from right to left.
rb_6195591091.png,"A cabinet with three drawers has a can, a blue apple toy, a bowl, and a sponge on it. The bottom drawer of the cabinet is open. A robotic arm descends from the top of the cabinet, approaches the open drawer, and then closes it."
rb_6201877069.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a bowl, and three cans. The robot arm is picking up a can and placing it to the drawer."
rb_6206793337.png,"In the room, there is a table with a bowl and banana in the bowl. The robot arm is picking up the banana from the white bowl."
rb_6211611111.png,"In the room, there is a table with a bowl and an orange in the bowl. The robot arm is picking up the orange from the white bowl."
rb_6222905171.png,"On the right side of a double-door cabinet, there is a sink with a faucet above it facing to the left. A white robotic arm approaches this faucet and turns it to face forward."
rb_6232770693.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a bowl, a snack and a can. The robot arm is picking up the snack and placing it to the drawer."
rb_6247216094.png,"On the table, there is a steel pot, a cloth, a toy mushroom in the pot and a spoon.  The robot arm is picking up the mushroom and removing it from the pot."
rb_6256987324.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there is a bowl, a snack and a can. The robot arm is closing the drawer."
rb_6259150462.png,"In the room, there is a cabinet with a drawer opening. On top of the cabinet, there are three cans. The robot arm picking up the green can."
rb_6265777607.png,There is a square on the table. The robot arm is trying to catch the square.
rb_6286864134.png,"In the toy kitchen, there is a pot on the stove and a blue item in the sink. The robot arm is picking up the pot and placing it into the sink."
rb_6293789875.png,There is a washing machine model and a basket with many cloth. The robot arm is iteratively picking up the
rb_6306260890.png,"On the stovetop, there is a pot, a c arrot, and a plate. There is a broccoli in the pot. The robotic arm picks up the broccoli and places it down on the top left corner of the stovetop."
rb_6310445437.png,"On a cabinet, there is a bowl and a bag of snacks. The first drawer of the cabinet is open. The robotic arm pushes the drawer to close it."
rb_6325411575.png,"On the table, there is a purple bowl and a gray bowl. There is a toy in the purple bowl. The robotic arm picks up the toy and places it in the gray bowl."
rb_6326361747.png,"In a kicthen, there is an oven. There is a blue object inside the oven. The robotic arm pushes the handle of the oven to close the door."
rb_6345801910.png,There is a parallelogram-shape purple paper on the table. The robotic arm takes the right side of the paper and folds it.
rb_6353011662.png,There is a bowl of bananas on the table. The robotic arm picks up one of the banana.
rb_6356117088.png,"On the table, there is a steel bowl, a cucumber, a spoon, and a piece of cloth. The robotic arm presses on the cloth and mvoes it from the bottom to the top."
rb_6363597053.png,There is a white bowl and a water bottle on top of a cabinet. The robotic arm holds onto the second drawer and opens it.
rb_6369377602.png,"On the table, there is a purple bowl and a gray bowl. There is a toy in the purple bowl. The robotic arm picks up the toy and places it in the gray bowl."
rb_6371247320.png,"On the table, there is a microwave, two cans, a cloth, a spoon, a mushroom, and a pot. The robotic arm picks up the pot and moves it to the bottom near the edge of the table."
rb_6373264587.png,"On the cabinet, there is a white bowl and a spounge. The left drawer of the second row is open. The robotic arm grips on the open drawer and pushes it to close."
rb_6374012907.png,"On the table, there is an oven with a blue object on it, a green basket, a white bowl with a blue ball in it, a large orange plate with a black circular object in it. The robotic arm grips on the black circular object after navigating to the position."
rb_6379913568.png,"On the cabinate, there is an apple, a bag of snack, and a tilted soda can. The robotic arm holds onto the soda can and lifts it up before places it down in the upright position."
rb_6396737728.png,"On the table, there is an apple, a blue bowl with a yellow cube, an empty purple bowl, a green plate, several pieces of clothes, and a cup. The robotic arm moves the apple from the right side of the table to the middle of the table on the top."
rb_6402935964.png,"On the cabinet, there is a soda can, a black bag of snack, and a water bottle. The robotic arm picks up the water bottle and puts it down on its side."
rb_6412139814.png,There is a blue cabinet besides a white fridge. The robotic arm holds onto the handle of the fridge and opens its door.
rb_6422178107.png,"There is a blue apple and a white bowl on top of the cabinet. The last drawer of the cabinet is open, and there is a green bag of snack in it. The robotic arm picks up the green bag and places it on the top of the cabinet."
rb_6431724930.png,"There is a water bottle, a green bag of snack, and a blue bag of snack on the top of the cabinet. The robotic arm lifts up the blue bag of snack."
rb_6443859491.png,"On the table, there is an oven, a gray bowl, a gray plate, an orange bowl, and a large orange plate with a blue object on it. The robotic arm seems to be holding a green basket, moving the the posistion of the gray plate and pours to the plate."
rb_6462394076.png,"On the table, there is a bottle sitting on its side, a green and a blue fruit. The robotic arm picks up the bottle and sits it on its bottom."
rb_6463022374.png,"On the cabinet, there is a soda can, a blue ball, and a green bag of snack that sits near the edge of the cabinet. The robotic arm holds the green bag and pushes it to the top."
rb_6466933983.png,"On a kitchen desktop, there is an oven, a water faucet, a microwave, a water boiler, and a stovetop. The robotic arm picks up the water biolder and places it on the stovetop."
rb_6471095001.png,"On a coffee table in a living room, there is a plate with three apples in it, including a green one, a dark blue one, and a light blue one. The robotick arm picks up the green one."
rb_6473149901.png,"On a cabinet, there is a white bowl and a green bag of snack. The robotic arm holds onto the second drawer of the cabinet and pulls it open."
rb_6513712187.png,"In a living room, there is a black cabinet. There is a cube on top of the cabinet, a disk on its top left corner grid, a small polygon at the top right corner, and a long and thin object at the bottom right corner. The robotic arm picks up the disk from the top left corner."
rb_6527405005.png,There is a white bowl and a black bag of snack on the cabinet. The first drawer of the cabinet is open. The robotic arm picks up the black bag of snack and puts it into the first drawer.
rb_6552444704.png,There is a blue toy and a pot on the stovetop. The robotic arm picks up the blue toy and puts it into the pot.
rb_6578209147.png,"On the cabinet, there is a blue apple, a white bowl, and a black soda can. The last drawer of the cabinet is open, and there is a black rectangular object. The robotic arm picks up the black rectangular object from the last drawer and places it on top of the cabinet near the front edge."
rb_6580091270.png,"On a green table, there is a white disk and a blue leaf-shape object. The robotic arm holds onto the top of the blue leaf object and picks it up. It then places it on the white disk on the left edge of the disk."
rb_6615639951.png,"On a coffee table in a living room, there is a plate with two apples in it, including a dark blue one and a green one. The robotick arm picks up the dark blue one."
rb_6628542479.png,"On a coffee table in a living room, there is a plate with three tennis balls in it, including two green ones and a blue one. The robotick arm picks up the green one that is on the left."
rb_6634451549.png,"On the table, there is a microwave, two cans, a cloth, a brush, a croissant, and a pot. The robotic arm picks up the croissant and moves it to the right and places it down on the table."
rb_6637532867.png,"On the blue table there is a brush, a piece of cloth, a pot, and a fish. The robotic arm picks up the brush and moves down and places the brush down on the table."
rb_6644244434.png,"There is a water bottle, a black bag of chips, and a smaller black rectangular object. The robotic arm picks up the water bottle and moves up and places the water bottle down at the back of the cabinet top."
rb_6676061120.png,"On the cabinet, there is a bowl, a blue apple, a black bag of chips, and a small black rectangular object. The first drawer of the cabinet is open. The robotic arm holds on the first drawer and closes it."
rb_6690985340.png,"On a purple kitchen table, there is a sink and a water faucet. The robotic arm holds a yellow cup and pours into the sink. The robotic arm then puts down the yello cup in the sink."
rb_6692295343.png,"On the table, there is a microwave, two cans, a cloth, a brush, a carrot, and a pot. The robotic arm picks up the carrot and moves it from the right side of the table to the left side of the table."
rb_6705382285.png,"On the table, there is a bowl with four apples in it. The robotic arm picks up the apple on the top, and one more apple that was hidden is revealed. There are a total of five apples."
rb_6753571986.png,"On the cabinet top, there are three bags of snacks, including a black one and a green one at the bottom of the frame  and another green one at the top of the cabinet top. The robotic arm navigates to the green bag of snack on the top and holds onto it."
rb_6771062062.png,"On the floor, there is a blue bowl, a red cup, a box, a wall blocking the black box with the rest of the scene, and a black cabinet with its last drawer open. The robotic arm picks up the blue bowl from the ground and places it into the opened drawer of the cabinet."
rb_6782632142.png,"On a cabinet top, there is a green bag of snack, a soda can, and a small brown rectangular object. The robotic arm picks up the soda can from the bottom right corner of the cabinet and moves it to the middle of the cabinet top near the left edge."
rb_6792763033.png,"In a metal basket, there are six objects, including a brush, a light, a spray bottle, a blue carrot, a blue square object, and a golden object. The robotic arm is trying to grip the golden object."
rb_6801245342.png,"In a kitchen setting, there are pots on the stovetop and on the white table, a knife on the table, and there is also a cutboard in the sink. The robotic arm is trying to move the knife from the table into the sink."
rb_6807132975.png,"On a white cabinet, there is a soda can and a white bowl. There is a robotic arm with a white gripper."
rb_6827833864.png,"In a kitchen setting, there is a blue table. On top of the blue table, there are a few cans, a microwave, a pot, a piece of blue cloth, a spatula, and a white circular object. The robotic arm moves the spatula from the right side of the table to the left side."
rb_6849670154.png,"On a blue table, there is an ice cream, a cabbage, a blue tomato, a lid, a bottle, and a black bag. The robotic gripper is trying to pick up the bag."
rb_6851166664.png,"In a bedroom, there is a white borad on a green cloth. There is a red cup and a green cup on the white board. There is also a blue cross. The robotic arm is picking up the red cup and stack it on top of the green cup."
rb_6851496938.png,"There is a blue cloth, a spatula, a pot, and a black and white object on the blue table. The robotic arm is picking up the black and white object from the table into the pot."
rb_6853637939.png,"On a blue table, there is an oven, a plate, a blue bowl, some colorful blocks, and a large orange plate. The robotic arm is moving a brown bowl from right to left to position is between the oven and the blocks."
rb_6855212355.png,"On a white table, there is a brown cup. The robotic arm moves a blue cup and places it to the right of the table. Then, the robotic arm picks up the brown cup and stacks it on top of the blue cup."
rb_6871963017.png,"On a white table, there is a pot and a bottle with a green lid. The robotic arm moves the bottle into the pot."
rb_6883850450.png,"In a kitchen, there is a sink in a purple table. There is also a tilted purple cup in the sink. The robotic arm picks up the tilted cup and places it down to make it stand upright."
rb_6884474834.png,There is a fridge with glass doors and hadles. The fridge is filled up with drinks. The robotic arm holds the handle of the fridge and opens it.
rb_6916376739.png,There is a white fridge besides a blue cabinet. The robotic arm grips on the handle of the fridge and opens it. The robotic arm then release its gripper.
rb_6928485785.png,There is a fridge filled with drinks. The door of the fridge seems to be open. The robotic arm holds one drink that is on the third row from the bottom and the thrid column from the right. And then the robotic arm takes the drink out.
rb_6931269412.png,"On the table, there is a plastic bottle, a blue soda can, and a blue apple. The robotic arm hold the plastic bottle and picks it up."
rb_6933500949.png,"There is a white cabinet. On top of the cabinet, there is a soda can, a bowl, and a white bottle. The robotic arm holds the top drawer of the cabinet and opens it."
rb_6934727706.png,"There is a white cabinet. On top of the cabinet, there is a bowl and a spounge. The robotic arm pulls open the last drawer of the cabinet, and there is a black object. The robotic arm holds the black object and moves it to the top of the cabinet."
rb_6942948166.png,"On the white table, there is a blue and a brown cup. The brown cup is positioned to the left of the blue cup. The robotic arm holds the brown cup and lifts it up to stack it on top of the blue cup."
rb_6944310190.png,"On a kitchen table, there is a sink and a water faucet. There are purple and brown cups and bowls in the sink. The robotic arm pushes the handle of the faucet counterclockwise."
rb_6947476321.png,"There are three soda cans on top of a white cabinet, including a blue one to the right, a silver one to the back, and a black one to the front. The robotic arm holds the black soda can and lifts it up."
rb_6955252924.png,"On the blue table, there is a microwave, a spoon, a cloth, a pot, two cans, and a white and blue object. The robotic arm holds onto the spoon and positions it to the front edge of the table and rotates it for about 90 degrees."
rb_6955592305.png,"On the green cloth, there are two gray baskets and a banana. The robotic arms lifts the banana and drops it into the gray basket in the front."
rb_6962883337.png,"On the blue table, there is a spoon, a cloth, and a pot. Inside the pot, there is a blue object. The robotic arm pressed down to the cloth and moves the cloth to the front edge of the table."
